525,160
524,161
520,161
519,162
518,162
517,163
516,163
511,168
511,169
510,170
510,171
509,172
509,173
508,174
508,178
507,179
507,187
506,188
506,193
505,194
505,204
504,205
467,205
466,204
383,204
382,205
346,205
345,206
303,206
302,207
268,207
267,208
248,208
247,207
247,188
246,187
246,179
245,178
245,177
244,176
244,175
243,174
243,173
240,170
239,170
238,169
237,169
236,168
232,168
231,167
227,167
226,168
222,168
221,169
220,169
219,170
218,170
214,174
214,175
213,176
213,177
212,178
212,182
211,183
211,184
210,185
210,186
209,187
209,188
208,189
208,190
207,191
207,195
206,196
206,210
205,211
205,260
206,261
206,266
207,267
207,272
208,273
208,276
209,277
209,278
210,279
210,280
213,283
213,284
218,289
219,289
220,290
221,290
222,291
223,291
224,292
225,292
226,293
228,293
229,294
251,294
252,293
265,293
266,294
286,294
287,293
288,293
289,292
290,292
291,291
292,291
294,289
295,289
299,285
299,284
301,282
301,281
302,280
302,279
303,278
303,277
304,276
304,274
305,273
305,254
304,253
304,251
306,249
379,249
380,248
412,248
413,247
452,247
453,248
453,269
454,270
454,274
455,275
455,278
456,279
456,280
457,281
457,282
463,288
464,288
465,289
466,289
467,290
468,290
469,291
470,291
471,292
473,292
474,293
491,293
492,294
523,294
524,293
526,293
527,292
528,292
529,291
530,291
531,290
532,290
533,289
534,289
538,285
538,284
539,283
539,282
540,281
540,280
541,279
541,278
542,277
542,276
543,275
543,273
544,272
544,260
545,259
545,254
546,253
546,228
547,227
547,219
548,218
548,203
549,202
549,194
550,193
550,176
549,175
549,173
548,172
548,171
547,170
547,169
546,168
546,167
542,163
541,163
540,162
539,162
538,161
534,161
533,160
