#x_m,y_m,w_tr_right_m,w_tr_left_m
10.299999999999999,6.41,0.5367795408588811,1.4173526137634052
10.27,6.380000000000001,0.57,1.3994410845922256
9.969999999999999,6.380000000000001,0.5828363381737296,1.5270467974302135
9.94,6.35,0.6178235124467013,1.5161773041198372
9.85,6.35,0.63,1.5638669480410878
9.819999999999999,6.32,0.6599999999999999,1.5556400513030537
9.729999999999999,6.32,0.6420191080864549,1.6080094339389415
9.7,6.289999999999999,0.6674709297958259,1.6023406634985229
9.61,6.289999999999999,0.6604686356149273,1.658979326077741
9.58,6.26,0.69,1.6557607215607943
9.489999999999998,6.26,0.69,1.7162589119455864
9.459999999999999,6.23,0.72,1.715365971728212
9.37,6.23,0.72,1.7788939366884498
9.34,6.199999999999999,0.75,1.7793268141396148
9.25,6.199999999999999,0.75,1.8451573368869707
9.219999999999999,6.17,0.78,1.8476731594914528
9.129999999999999,6.17,0.78,1.9163483480716654
9.1,6.140000000000001,0.8099999999999999,1.9208106627986095
9.04,6.140000000000001,0.8099999999999999,1.9681269805722958
9.01,6.109999999999999,0.84,1.9740712389896669
8.95,6.109999999999999,0.84,2.022627822101509
8.92,6.08,0.87,2.029978540673712
8.86,6.08,0.87,2.0796638418062328
8.83,6.050000000000001,0.8999999999999999,2.088346708499417
8.77,6.050000000000001,0.8999999999999999,2.1390571949013415
8.74,6.02,0.9299999999999999,2.1489997958350258
8.709999999999999,6.02,0.9303657992645926,2.174772716836841
8.68,5.99,0.9614277624977183,2.1856588663772833
8.44,5.99,0.99,2.2199999999999998
8.41,6.02,0.96,2.25
7.629999999999999,6.02,0.96,2.25
7.6,5.99,0.99,2.2199999999999998
7.57,5.99,0.9657013865837393,2.2199999999999998
7.51,5.93,0.9134249049694011,2.16
7.51,5.869999999999999,0.9237646832622682,2.1
7.479999999999999,5.84,0.8999999999999999,2.07
7.479999999999999,5.8100000000000005,0.8999999999999999,2.04
7.449999999999999,5.779999999999999,0.8649892703368559,2.01
7.449999999999999,5.75,0.8591807451816994,1.98
7.42,5.720000000000001,0.8244998888394788,1.95
7.42,5.66,0.8132385189167683,1.89
7.389999999999999,5.630000000000001,0.7770793842609744,1.8599999999999999
7.389999999999999,5.6,0.7707940978544848,1.8299999999999998
7.359999999999999,5.57,0.735760590097924,1.7999999999999998
7.359999999999999,5.51,0.7270345661174213,1.74
7.299999999999999,5.449999999999999,0.6618731725128839,1.68
7.299999999999999,5.390000000000001,0.6599999999999999,1.6199999999999999
7.27,5.359999999999999,0.6304837451562494,1.5899999999999999
7.27,5.33,0.631933474020544,1.56
7.24,5.300000000000001,0.60448880590088,1.53
7.24,5.27,0.6079647570252934,1.5
7.18,5.210000000000001,0.5590692637965812,1.44
7.18,5.18,0.5658521813797087,1.41
6.85,4.85,0.4029224708315988,1.08
6.82,4.85,0.38014704292527807,1.08
6.789999999999999,4.82,0.37882250993908567,1.05
6.76,4.82,0.35795136598383925,1.05
6.729999999999999,4.789999999999999,0.3606814663663572,1.02
6.699999999999999,4.789999999999999,0.3420280367709808,1.02
6.67,4.76,0.3489992295835181,0.99
6.609999999999999,4.76,0.31773780845922006,0.99
6.58,4.73,0.33071388124885914,0.9603570922560003
6.52,4.73,0.30373835392494325,0.963210196285638
6.49,4.699999999999999,0.3184658438426491,0.9358397954427587
6.399999999999999,4.699999999999999,0.28940648113165496,0.9477980605851253
6.369999999999999,4.67,0.31188234163113415,0.9237646832622682
6.01,4.67,0.3184658438426491,0.9299999999999999
5.979999999999999,4.699999999999999,0.29774576535513825,0.96
