#x_m,y_m,w_tr_right_m,w_tr_left_m
-2.08,4.12,1.0829316685939332,0.4280109889280519
-2.13,4.07,1.1430869689661811,0.39641941385920604
-2.2800000000000002,4.07,1.1637281168304447,0.46321687612368745
-2.33,4.0200000000000005,1.220690632574555,0.45
-2.38,4.0200000000000005,1.2297058540778356,0.48102496759066543
-2.4300000000000006,3.9700000000000006,1.2890248582070705,0.47781745930520236
-2.4800000000000004,3.9700000000000006,1.3007810593582123,0.5139410298049853
-2.5300000000000002,3.920000000000001,1.3620770138594662,0.5200609733428364
-2.58,3.920000000000001,1.3688319268278637,0.5602325267042627
-2.93,3.5700000000000003,1.7796634343085422,0.7606601717798214
-2.93,3.5200000000000005,1.8289668856043768,0.7547511554864494
-2.9800000000000004,3.4700000000000006,1.886892772862904,0.801135777277262
-2.9800000000000004,3.420000000000001,1.93606797749979,0.8
-3.0300000000000002,3.37,1.994558781116753,0.8500000000000001
-3.0300000000000002,3.3200000000000003,2.0436083290515934,0.8500000000000001
-3.1300000000000003,3.2200000000000006,2.162214450449026,0.9500000000000001
-3.1300000000000003,3.170000000000001,2.210975905897944,0.9500000000000001
-3.2300000000000004,3.0700000000000003,2.330589287593181,1.0341664064126335
-3.2300000000000004,3.0200000000000005,2.380018656651479,1.0238202294873726
-3.2800000000000002,2.9700000000000006,2.361766330841233,1.0647344063956181
-3.2800000000000002,2.87,2.373013280924732,1.0313526955694348
-3.33,2.8200000000000003,2.330589287593181,1.0462912017836261
-3.33,2.7700000000000005,2.3386549603917524,1.0209844813622906
-3.3800000000000003,2.7200000000000006,2.298557292037257,1.041640786499874
-3.3800000000000003,2.62,2.3119915773217956,1.0
-3.43,2.5700000000000003,2.2675864152935534,1.0285330255586425
-3.43,2.3200000000000003,2.3076809620810597,0.9658988901172164
-3.4800000000000004,2.2700000000000005,2.2622255950637915,1.00862523283024
-3.4800000000000004,1.9700000000000006,2.304323328621084,0.9589678312014173
-3.5300000000000002,1.9200000000000008,2.2578311124857326,1.00384048104053
-3.5300000000000002,1.62,2.298557292037257,0.9658988901172164
-3.58,1.5700000000000003,2.2544079548889604,1.00862523283024
-3.58,1.37,2.2739075352467504,0.9658988901172164
-3.6300000000000003,1.3200000000000003,2.231797780234433,1.00862523283024
-3.6300000000000003,1.0200000000000005,2.1748737341529165,0.9539936203984454
-3.58,0.9700000000000006,2.133105012119288,0.9010412149464314
-3.58,0.8700000000000001,2.0345235059857507,0.9
-3.5300000000000002,0.8200000000000003,1.994558781116753,0.8500000000000001
-3.5300000000000002,0.7700000000000005,1.945551157288562,0.8500000000000001
-3.4800000000000004,0.7200000000000006,1.9073740054644117,0.8
-3.4800000000000004,0.6699999999999999,1.8587033144922902,0.8
-3.43,0.6200000000000001,1.8148285982556602,0.75
-3.43,0.5700000000000003,1.7651876428063382,0.75
-3.3800000000000003,0.5200000000000005,1.7223748416156686,0.7000000000000001
-3.3800000000000003,0.47000000000000064,1.672941965694886,0.7012492197250394
-3.2800000000000002,0.3700000000000001,1.59274932307477,0.612414379544733
-3.2800000000000002,0.3200000000000003,1.5439088914585775,0.6219544457292887
-3.2300000000000004,0.27000000000000046,1.5062391868188443,0.5860022573334674
-3.2300000000000004,0.2200000000000002,1.4564168070250298,0.6013878188659973
-2.93,-0.07999999999999963,1.2074813431681335,0.48102496759066543
-2.8800000000000003,-0.07999999999999963,1.2132745950421557,0.4433034373659254
-2.7800000000000002,-0.17999999999999972,1.1317821063276354,0.4424621202458749
-2.7300000000000004,-0.17999999999999972,1.1430869689661811,0.4071067811865476
-2.63,-0.2799999999999998,1.0729530217745982,0.41063352017759486
-2.58,-0.2799999999999998,1.0829316685939332,0.38007352543677225
-2.5300000000000002,-0.3299999999999996,1.0462912017836261,0.3946221994724903
-2.4300000000000006,-0.3299999999999996,1.0509256086106296,0.3500000000000001
-2.38,-0.3799999999999999,1.00384048104053,0.370820393249937
-2.2800000000000002,-0.3799999999999999,1.0152946437965906,0.33245553203367595
-2.2300000000000004,-0.4299999999999997,0.9747548783981963,0.36708320320631677
-1.83,-0.4299999999999997,1.0462912017836261,0.33245553203367595
-1.7800000000000002,-0.47999999999999954,1.0,0.36708320320631677
-1.2300000000000004,-0.47999999999999954,1.00862523283024,0.30000000000000004
-1.1799999999999997,-0.5299999999999998,0.9658988901172164,0.3500000000000001
-0.33000000000000007,-0.5299999999999998,1.0729530217745982,0.4158910531638178
-0.28000000000000025,-0.47999999999999954,1.1317821063276354,0.3946221994724903
-0.1299999999999999,-0.47999999999999954,1.1508618128546908,0.46321687612368745
-0.08000000000000007,-0.4299999999999997,1.2033296378372909,0.45
-0.03000000000000025,-0.4299999999999997,1.2074813431681335,0.48102496759066543
0.019999999999999574,-0.3799999999999999,1.2628499608087784,0.47781745930520236
0.07000000000000028,-0.3799999999999999,1.2700318468107583,0.5139410298049853
0.1200000000000001,-0.3299999999999996,1.3278820596099707,0.5200609733428364
0.16999999999999993,-0.3299999999999996,1.3378339354159199,0.5602325267042627
0.6699999999999999,0.17000000000000037,1.9090722034374523,0.818033988749895
0.6699999999999999,0.2200000000000002,1.9588713996153038,0.810180165558726
0.7199999999999998,0.27000000000000046,2.013547060251855,0.8543396380615196
0.7199999999999998,0.3200000000000003,2.0632604596192947,0.8510864433221338
0.7699999999999996,0.3700000000000001,2.118677324489565,0.9
1.2199999999999998,0.3700000000000001,2.182438317461282,0.9010412149464314
1.2699999999999996,0.3200000000000003,2.141823089414956,0.9500000000000001
1.5700000000000003,0.3200000000000003,2.182438317461282,0.9010412149464314
