32,37
31,38
30,38
29,39
29,40
28,41
28,43
27,44
27,46
26,47
26,49
25,50
25,54
24,55
24,60
23,61
23,66
22,67
22,74
21,75
21,82
20,83
20,90
19,91
19,97
18,98
18,104
17,105
17,112
16,113
16,120
15,121
15,127
14,128
14,135
13,136
13,142
12,143
12,148
11,149
11,157
10,158
10,169
11,170
11,171
12,171
13,172
16,172
17,173
19,173
20,174
33,174
34,175
38,175
39,176
45,176
46,177
51,177
52,178
57,178
58,179
63,179
64,180
69,180
70,181
75,181
76,182
79,182
80,183
87,183
88,184
93,184
94,185
109,185
110,186
118,186
119,187
125,187
126,188
133,188
134,189
139,189
140,190
146,190
147,191
153,191
154,192
160,192
161,193
167,193
168,194
175,194
176,195
182,195
183,196
190,196
191,197
198,197
199,198
205,198
206,199
211,199
212,200
217,200
218,201
221,201
222,202
225,202
226,203
230,203
231,204
241,204
242,205
248,205
249,206
254,206
255,207
260,207
261,208
267,208
268,209
273,209
274,210
278,210
279,211
285,211
286,212
292,212
293,213
299,213
300,214
306,214
307,215
312,215
313,216
317,216
318,217
320,217
323,220
324,220
325,221
335,221
336,220
336,218
337,217
337,213
338,212
338,207
339,206
339,200
340,199
340,193
341,192
341,190
342,189
342,181
343,180
343,172
344,171
344,167
345,166
345,165
346,164
346,163
347,162
347,157
348,156
348,145
349,144
349,140
350,139
350,133
351,132
351,125
352,124
352,118
353,117
353,115
355,113
355,112
356,111
356,86
355,85
355,84
354,84
353,83
349,83
348,82
343,82
342,81
337,81
336,80
331,80
330,79
326,79
325,78
320,78
319,77
313,77
312,76
302,76
301,75
290,75
289,74
281,74
280,73
273,73
272,72
265,72
264,71
258,71
257,70
249,70
248,69
238,69
237,68
232,68
231,67
225,67
224,66
219,66
218,65
212,65
211,64
205,64
204,63
201,63
200,62
194,62
193,61
192,62
191,62
191,67
190,68
190,73
189,74
189,81
188,82
188,90
187,91
187,97
184,100
180,100
178,98
178,97
177,96
178,95
178,93
179,92
179,88
180,87
180,79
181,78
181,71
182,70
182,65
183,64
183,60
182,59
170,59
169,58
162,58
161,57
158,57
157,56
151,56
150,55
142,55
141,54
135,54
134,53
129,53
128,52
122,52
121,51
120,51
119,50
113,50
112,49
106,49
105,48
98,48
97,47
92,47
91,46
87,46
86,45
82,45
81,44
77,44
76,43
67,43
66,42
65,42
64,41
58,41
57,40
55,40
54,39
48,39
47,38
33,38
